Name,Category,SubCategory,Price,Oz,Description,ImageURL
Fresh Squeezed Limeade,Beverages,Juices & More,$2.49 ,/32 Fl Oz,"Nothing says �summer� quite like an ice-cold glass of lemonade or limeade. (We�re lime-lovers these days, so let�s focus on the latter.) Sure, you can squeeze the stuff yourself�but it�ll require a whole �lotta limes, some brute strength, and an ability to tolerate a sticky mess. Or you can simply buy your Fresh Squeezed Limeade at Trader Joe�s.
Most store-bought limeades only approximate the results you�d get at home and typically include added flavors or even high fructose corn syrup. They�re also typically made from reconstituted lime juice concentrate. Trader Joe�s Fresh Squeezed Limeade, on the other hand, is the closest thing to homemade you�ll find. Our recipe includes only three ingredients: sugar, water, and fresh, not-from-concentrate lime juice (which accounts for around 20% of the recipe!) Our supplier�a third-generation, family-owned fresh juice producer�not only expertly grows, selects, and squeezes the citrus themselves; they also purposely don�t pasteurize the juice, which allows the pure, sweet-tart Limeade flavor to shine through.",https://drive.google.com/file/d/1zNh_JLs1F7RbUW6bsv_f_XDm1Yq70NK3/
Non-Dairy Oat Beverage,Beverages,Non-Dairy Bev,$3.99 ,/64 Fl Oz,"Who knew oats and water combined could be mildly milky-sweet? Instead of adding cane sugar to our new
Non-Dairy Oat Beverage (which you'll find in many store-brand oat ""milk"" beverages), we unearthed its
natural, balanced sweetness by breaking down the starches present in the oats to create sugar. What you get
is a slightly sweet, delightfully smooth, and criminally ""creamy"" vegan Oat Beverage that's perfect for cereal,
smoothies, lattes, & more. Or just pour a glass and enjoy it on its own, at any time of the day.",https://drive.google.com/file/d/12AyKxiR9iYKqVdbzeLuoUpYqIZ6JIrrJ/
Organic Sparkling Yerba Mate Beverage,Beverages,Sodas & Mixers,$1.49 ,/12 Fl Oz,"Time marches on, and our Customers' dietary preferences and concerns evolve. When it comes to beverages, folks still love a fizz, but more and more, they're ditching traditional, high-sugar sodas in favor of unsweetened (or lightly sweetened) sparkling options. While we're not ones for following trends just for the sake of relevancy, we are ones to listen to our Customers, and we've been working on updating our beverage section accordingly.
Trader Joe's Organic Sparkling Yerba Mate Beverage is made with real organic yerba mate, hibiscus & white tea extractives, natural lemon & lime flavors, and green tea powder. While, Trader Joe's Organic Sparkling Green Tea Beverage is made with real organic green tea concentrate, natural organic grapefruit flavor, and natural organic mint flavor.
Both new beverages are extra-bubbly, extra-bright, unsweetened beverages on-the-go. Best served chilled, they're light, refreshing, and invigorating.
What is electrifying, however, is our price: we're selling each 12-fluid-ounce bottle for $1.49. Look for them with our individually bottled teas.",https://drive.google.com/file/d/1mVKopVbWOmnZ2fJcBCfx_-MjYC-xBa42/
Organic Sparkling Green Tea Beverage,Beverages,Sodas & Mixers,$1.49 ,/12 Fl Oz,"Time marches on, and our Customers' dietary preferences and concerns evolve. When it comes to beverages, folks still love a fizz, but more and more, they're ditching traditional, high-sugar sodas in favor of unsweetened (or lightly sweetened) sparkling options. While we're not ones for following trends just for the sake of relevancy, we are ones to listen to our Customers, and we've been working on updating our beverage section accordingly.
Made with real organic green tea concentrate, natural organic grapefruit flavor, and natural organic mint flavor, new Trader Joe's Organic Sparkling Green Tea Beverage is an extra-bubbly, extra-bright, unsweetened beverage on-the-go. Best served chilled, it's light, refreshing, and invigorating.",https://drive.google.com/file/d/1ouiUi0VAJC8hwqpgxfMN3JMi6SC1mJf5/
Sparkling Lemonade,Beverages,Juices & More,$3.99 ,/8.4 Fl Oz,"Be it on a scorching hot day, a balmy afternoon brunch, or just any time you�re in the mood for something sweet and tart, nothing�s better than a cool, crisp lemonade. Unless, of course, you enhance the experience with a little touch of effervescence, as we do with Trader Joe�s Sparkling Lemonade. This four-pack of impeccably- portioned cans of brisk, bubbly Lemonade provides a one-two punch of refreshing, citrusy sweetness and satisfying fizz to create one eminently easy-drinking soda.
We recommend serving Trader Joe�s Sparkling Lemonade ice cold, in a glass filled with crushed ice, or right from the can, straight out of the fridge. It�s a great beverage for pool parties and barbecues, where its sweet- tart profile pairs beautifully with burgers and other cookout fare, but also works wonders as an after-school or post-work pick-me-up. And that�s before we get to its capabilities as a cocktail mixer � sparkling whiskey sour, anyone? Be sure to grab a four-pack of 8.45-fl. oz. cans of our summer-seasonal Trader Joe�s Sparkling Lemonade while inventory lasts.",https://drive.google.com/file/d/10T_KvMlq0WBEE2nFmOwKlKKHgR1couHt/
Villa Cerrina Montepulciano D'Abruzzo,Beverages,"Wine, Beer & Liquor",$5.99 ,/750 mL,"From the same wine producers as our Villa Cerrina Pinot Grigio, the Villa Cerrina Montepulciano D�Abruzzo offers just as much quality and old world elegance, and at an equally substantial value, as its sister. We�ve carried this brand for years, now (about a decade), and have continued to carry it for one simple reason: you won�t find Montepulciano this excellent for anywhere near this low a price anywhere else on the market. Period. With its even-handed, fruity flavors, ample tannic structure, and utterly enticing aromas, the Villa Cerrina makes it a very easy-drinking wine. Have a customer looking for a great accompaniment to a low-key dinner party? The Villa Cerrina Montepulciano is always a reliable choice.
Winemakers Notes: Montepulciano, the grape, produces wines with even, active aromas, pronounced tannins and low acidity. It is the second most widely grown native grape in Italy, and one of its most popular as well � Montepulciano d�Abruzzo, from Italy�s Abruzzo region, is considered one of Italy�s top wine exports. The stems are separated from the grapes, which are softly pressed in cylinders under pressure gently breaking their skins and releasing the juice. The juice is left to macerate on the skins for about a week in rotating temperature controlled stainless steel vinifiers at a temperature of about 28-32�C (82-86�F). The wine is then placed to age in large Slavonian oak casks.",https://drive.google.com/file/d/1m1VU16o5wxlkuAoggxWLWU2HN9LiL0J-/
La Ferme Julien Ros�,Beverages,"Wine, Beer & Liquor",$6.99 ,/750 mL,"A product of our long-running partnership with the Perrin family of Ch�teau de Beaucastel fame, this is the third addition to the popular La Ferme Julian wines.
It is made from a blend of Syrah, Grenache and Cinsault grapes, with minimal time on the skins to give it a light pink color with pastel highlights. This lively and balanced wine offers a beautiful freshness, with delicate red fruits, flowers and citrus aromas. On the palate, this very aromatic wine shows fresh fruits notes with a great persistence.",https://drive.google.com/file/d/1HpMgAr-trMih3Icv3qNqV61pBoDxgiHr/
Blue Shell Sauvignon Blanc,Beverages,"Wine, Beer & Liquor",$7.99 ,/750 mL,"Blue Shell Sauvignon Blanc comes from France (the original Sauvignon Blanc provenance) and brings its own quaffable of characteristics to the table (and glass).
100% Sauvignon Blanc grapes grown near the coast of southern France yield a pale-yellow wine with a nose that is fresh and floral. On the palate, it�s balanced, bright, and full, with notes of passion fruit, wild strawberry, pink grapefruit, and lemon. The finish is clean and crisp, including nice minerality that is not surprising when you�re considering French Sauvignon Blanc. Enjoy a glass by itself, especially on a warm-ish day. Pair it with fresh green salads, grilled fish, and goat cheeses.",https://drive.google.com/file/d/18SMdbwaOEuvLZUjOSLk33rKZrkTqiJxz/
High Guard Chardonnay,Beverages,"Wine, Beer & Liquor",$6.99 ,/750 mL,"One of our longtime winery partners crafted this wine for us using 100% California Chardonnay grapes. It�s a balanced and rather fruit forward wine, featuring aromas of ripe green fruit, pear, vanilla, and toasted bread. It has a mildly oaked character that�s not overdone, and a finish that�s utterly buttery.
Because we bought large quantities of this wine and it comes from partners with whom we have an excellent working relationship, we are able to offer this wine to you, our customers, at a tremendously value-driven price.",https://drive.google.com/file/d/1QoiJHRcaaQXYOplveEMSgsMx74IV0SYd/
Cecilia Beretta Prosecco Ros�,Beverages,"Wine, Beer & Liquor",$10.99 ,/750 mL,"Prosecco fans know that the wine shelves in their neighborhood Trader Joe�s are filled to the brim with incredible values on various expressions of this favored varietal. Crisp and bubbly with a hint of fruity sweetness, this showstopping, Northern Italian sparkling wine stuns year-round. But when one of our winery partners had the idea to blend this bubbly with a bit of ros� (the unofficial wine of summer), they truly captured lightning in a bottle. Cecilia Beretta Prosecco Ros� possesses the much-adored qualities of its Prosecco parentage, with a touch more body and structure from the addition of Pinot Noir grapes, which also lends this sparkler its signature blush hue. Floral, fruity, and undeniably refreshing, it�s the ideal warm weather aperitif paired with a Ros� Toscano cheese platter or seared Branzino Fillets.",https://drive.google.com/file/d/1SKy7yXOTGIXOZ0MXnd7rVSaf91Tig_sC/
Single Origin Organic Coconut Water,Beverages,Water (Sparkling & Still),$2.29 ,/10 Fl Oz,"What is it about Trader Joe�s Organic Coconut Water that makes it so remarkably refreshing? The answer, as it turns out, is hidden in the question. Within hours of harvesting the coconuts�which, by the way, all happen to be of the Namhom variety, grown in Thailand�s Ratchaburi Province�our supplier pasteurizes the coconut water using a high temperature, short duration method that ensures a safe product, while still retaining the vibrancy of the coconut flavor. Then it�s bottled, sealed, and kept cold all the way to your neighborhood Trader Joe�s store, so... What makes this Coconut Water so remarkably refreshing? Keeping it fresh!
With its crisp, slightly sweet profile, rejuvenating hydration potential, and delightful pink-ish hue (a natural product of enzymes that are particularly present in Namhom coconuts), Trader Joe�s Organic Coconut Water ranks among the freshest of our fresh beverages.",https://drive.google.com/file/d/1Rs7BU4U9lWMJpKQvdD3ADsNNEvZQLKRf/
